Fix,FLP,-33.9180645000,151.2283581000,53.0,0.70637745,8.49,219.50705,1678267858606,,,680691126958572,1.3350652
Fix,GPS,-33.9181209900,151.2283696700,55.34271240234375,0.96,3.7900925,202.6,1678267860000,0.83216584,42.650135,680692520458863,2.5
Fix,FLP,-33.9180780000,151.2283445000,52.20000076293945,0.74484724,10.527,222.88416,1678267859611,,,680692132091228,1.0200446
Fix,FLP,-33.9180862000,151.2283394000,52.20000076293945,0.75861084,10.959,223.39696,1678267860617,,,680693137224874,1.0200446
Fix,GPS,-33.9181234600,151.2283608200,55.1402587890625,0.86,3.7900925,233.0,1678267861000,0.84599054,46.60302,680693520458915,2.5
Fix,GPS,-33.9181145300,151.2283522100,55.25897216796875,0.97,3.7900925,321.7,1678267862000,0.82680106,41.982746,680694520458707,2.5
Fix,FLP,-33.9180966000,151.2283332000,52.20000076293945,0.7252867,11.54,228.86053,1678267861621,,,680694142360291,1.0400445
Fix,GPS,-33.9181084800,151.2283474800,54.99542236328125,0.3,3.7900925,322.0,1678267863000,0.82680106,80.878426,680695520458967,2.5
Fix,FLP,-33.9181024000,151.2283278000,52.20000076293945,0.6956793,11.758,233.03041,1678267862626,,,680695147497530,1.0500445
Fix,FLP,-33.9181034000,151.2283287000,53.0,0.65388167,11.547,234.80609,1678267863631,,,680696152635655,1.6973773
Fix,GPS,-33.9181019300,151.2283406500,54.8406982421875,0.76,3.7900925,324.4,1678267864000,0.85146934,50.849194,680696520458134,2.5
Fix,FLP,-33.9181095000,151.2283216000,53.0,0.5735647,11.037,242.44386,1678267864134,,,680696655204301,1.7073773
Fix,FLP,-33.9181093000,151.2283205000,53.0,0.5520041,10.875,246.9711,1678267864637,,,680697157774613,1.7073773
Fix,GPS,-33.9180973700,151.2283359800,54.771728515625,0.49,3.7900925,323.8,1678267865000,0.82680106,66.20881,680697520458550,2.5
Fix,NLP,-33.9184590000,151.2286830000,,,125.04386,,1678267865254,,,680697775049136,
Fix,FLP,-33.9181081000,151.2283182000,53.0,0.51406753,10.444,254.66466,1678267865642,,,680698162913363,1.7173774
Fix,GPS,-33.9180954200,151.2283231800,54.609375,1.12,3.7900925,275.2,1678267866000,0.9027181,37.740032,680698520458655,2.5
Fix,FLP,-33.9181052000,151.2283150000,53.0,0.50144136,9.78,263.40228,1678267866647,,,680699168053988,1.7273774
Fix,GPS,-33.9180897100,151.2283139000,55.453369140625,1.19,3.7900925,290.6,1678267867000,0.8431489,35.80317,680699520458811,2.5
Fix,FLP,-33.9181012000,151.2283098000,53.0,0.52450264,9.322,273.42728,1678267867150,,,680699670625551,1.7373774
Fix,GPS,-33.9180828800,151.2283101500,55.46795654296875,0.69,3.7900925,331.9,1678267868000,0.82680106,53.74322,680700520458811,2.5
Fix,FLP,-33.9180990000,151.2283073000,53.0,0.6040509,9.241,289.06366,1678267867653,,,680700173195863,1.7473774
Fix,FLP,-33.9180947000,151.2283047000,53.0,0.5670857,8.769,302.96506,1678267868155,,,680700675767530,1.7473774
Fix,NLP,-33.9184590000,151.2286830000,,,125.04386,,1678267868779,,,680701299719500,
Fix,GPS,-33.9180815300,151.2282964400,55.62945556640625,1.37,3.7900925,272.7,1678267869000,0.9027181,31.62003,680701520458707,2.5
Fix,FLP,-33.9180923000,151.2283039000,52.900001525878906,0.57565665,8.55,310.17255,1678267868658,,,680701178338311,3.7401044
Fix,FLP,-33.9180842000,151.2282967000,52.900001525878906,0.8794245,7.852,320.62738,1678267869159,,,680701680909509,3.749739
Fix,GPS,-33.9180741700,151.2282891200,56.114501953125,1.03,3.7900925,322.4,1678267870000,0.83761567,40.377876,680702520458186,2.5
Fix,FLP,-33.9180801000,151.2282926000,52.900001525878906,1.0651233,7.488,320.5426,1678267869662,,,680702183480968,3.759739
Fix,FLP,-33.9180772000,151.2282897000,52.900001525878906,1.0496334,7.067,322.6884,1678267870166,,,680702686052270,3.759739
