Fix,FLP,-33.9180397000,151.2283231000,52.20000076293945,0.17835785,5.39,0.00009853143,1678265631959,,,40755776397523,2.0868
Fix,NLP,-33.9178760000,151.2283660000,,,40.0,,1678265633021,,,40756837799308,
Fix,GPS,-33.9180150000,151.2283400000,52.9,0.0,1.3,1.24,1678265633000,0.5,31.1,40756801000000,9.5
Fix,FLP,-33.9180404000,151.2283239000,52.20000076293945,0.1581787,5.475,0.005007247,1678265633026,,,40756843903168,2.0968
Fix,FLP,-33.9180402000,151.2283247000,52.20000076293945,0.14908242,5.561,0.026629386,1678265633560,,,40757377655985,2.0968
Fix,GPS,-33.9180316667,151.2283466667,53.400000000000006,0.28567085,1.4,177.39,1678265634000,0.7,15.8,40757801000000,9.5
Fix,FLP,-33.9180406000,151.2283262000,52.20000076293945,0.11974671,5.604,2.6568222,1678265634095,,,40757911408692,2.1068
Fix,FLP,-33.9180411000,151.2283273000,52.20000076293945,0.0982577,5.656,,1678265634628,,,40758445161230,2.1068
Fix,GPS,-33.9180433333,151.2283433333,53.5,0.44111696,1.5,179.02,1678265635000,0.9,17.4,40758801000000,9.6
Fix,FLP,-33.9180425000,151.2283290000,52.20000076293945,0.058563683,5.719,,1678265635162,,,40758978913943,2.1168
Fix,NLP,-33.9178760000,151.2283660000,,,40.0,,1678265636028,,,40759845487231,
Fix,GPS,-33.9180566667,151.2283433333,53.400000000000006,0.58420974,1.5,179.86,1678265636000,0.8,16.4,40759801000000,9.6
Fix,FLP,-33.9180437000,151.2283301000,52.20000076293945,0.04521241,5.742,,1678265635695,,,40759512666480,2.1268
Fix,FLP,-33.9180468000,151.2283329000,52.20000076293945,0.04625531,5.702,,1678265636229,,,40760046418925,2.1268
Fix,FLP,-33.9180510000,151.2283363000,52.20000076293945,0.06419363,5.626,,1678265636763,,,40760580171535,1.931871
Fix,GPS,-33.9180683333,151.2283433333,53.3,0.72627306,1.6,179.91,1678265637000,0.8,16.6,40760801000000,9.5
Fix,FLP,-33.9180543000,151.2283375000,52.20000076293945,0.09329184,5.568,,1678265637297,,,40761113924076,1.9418712
Fix,GPS,-33.9180833333,151.2283416667,53.5,0.87811613,1.5,185.29,1678265638000,0.8,17.5,40761801000000,9.6
Fix,FLP,-33.9180568000,151.2283380000,52.20000076293945,0.12227935,5.579,147.16666,1678265637831,,,40761647676759,1.9518712
Fix,FLP,-33.9180607000,151.2283389000,52.20000076293945,0.15967049,5.588,154.15434,1678265638365,,,40762181429549,1.9518712
Fix,FLP,-33.9180645000,151.2283399000,52.20000076293945,0.30627522,5.624,164.36359,1678265638898,,,40762715182281,1.9518712
Fix,NLP,-33.9178760000,151.2283660000,,,40.0,,1678265639035,,,40762851861770,
Fix,GPS,-33.9180950000,151.2283366667,53.400000000000006,1.028415,1.6,192.61,1678265639000,0.8,19.2,40762801000000,9.7
Fix,FLP,-33.9180716000,151.2283414000,52.20000076293945,0.5788832,5.717,171.85013,1678265639432,,,40763248935120,1.9618711
Fix,GPS,-33.9181100000,151.2283316667,53.3,1.1905525,1.6,182.8,1678265640000,0.8,16.9,40763801000000,9.4
Fix,FLP,-33.9180769000,151.2283421000,52.20000076293945,0.7219231,5.774,175.18246,1678265639965,,,40763782687857,1.9718711
Fix,FLP,-33.9180865000,151.2283429000,52.20000076293945,0.9404524,5.969,177.26196,1678265640499,,,40764316440712,1.9718711
Fix,GPS,-33.9181283333,151.2283300000,53.3,1.35269,1.5,188.93,1678265641000,0.8,14.0,40764801000000,9.7
Fix,FLP,-33.9180921000,151.2283433000,52.20000076293945,1.027872,6.057,177.30122,1678265641034,,,40764850193663,1.9818711
Fix,FLP,-33.9181121000,151.2283442000,52.0,1.1094885,6.358,177.39418,1678265641567,,,40765383946521,7.455803
