Fix,FLP,-33.8975939000,151.2277972000,57.80000305175781,0.4115671,3.9,175.91498,1677974370999,1.0737784,5.706925,387203647769302,15.035997
Fix,GPS,-33.8975945900,151.2277988100,67.23492431640625,0.42,3.7900925,176.8,1677974371000,1.0737784,5.706925,387203647769302,2.5
Fix,GPS,-33.8975943600,151.2277960100,66.6707763671875,0.0,3.7900925,,1677974372000,0.092195444,,387204647768104,2.5
Fix,FLP,-33.8975955000,151.2277970000,57.80000305175781,0.41267288,3.9,175.93326,1677974371999,0.092195444,,387204647768104,15.045998
Fix,FLP,-33.8975953000,151.2277966000,57.80000305175781,0.40079704,3.914,176.5529,1677974372095,0.092195444,,387204743000000,11.324688
Fix,GPS,-33.8976096100,151.2277986300,65.98016357421875,0.82,3.7900925,176.7,1677974373000,1.0685036,9.884767,387205647769198,2.5
Fix,FLP,-33.8976067000,151.2277981000,57.80000305175781,0.81831306,3.914,175.9909,1677974372999,1.0685036,9.884767,387205647769198,11.333735
Fix,FLP,-33.8975957000,151.2277952000,57.80000305175781,0.71777505,3.908,267.31622,1677974373752,,,387206400010953,11.333735
Fix,GPS,-33.8976146500,151.2278094400,65.958740234375,1.12,3.7900925,136.8,1677974374000,0.09433981,3.065158,387206646629940,2.5
Fix,FLP,-33.8975963000,151.2277931000,57.80000305175781,1.073323,3.935,251.90701,1677974374254,,,387206902599495,11.343724
Fix,GPS,-33.8976261400,151.2278182500,65.35595703125,0.7,3.7900925,176.3,1677974375000,1.1661904,26.04038,387207645223898,2.5
Fix,FLP,-33.8975979000,151.2277918000,57.80000305175781,1.1102608,3.996,250.67224,1677974374757,,,387207405190224,11.35371
Fix,FLP,-33.8976033000,151.2277935000,57.80000305175781,0.72817177,4.073,229.55934,1677974375259,,,387207907780120,11.35371
Fix,GPS,-33.8976397200,151.2278269800,65.24493408203125,1.25,3.7900925,160.1,1677974376000,0.31890437,8.696759,387208643474471,2.5
Fix,FLP,-33.8976056000,151.2277950000,57.80000305175781,0.7030154,4.152,230.49811,1677974375762,,,387208410370901,11.363692
Fix,FLP,-33.8976149000,151.2277986000,57.80000305175781,1.1458747,4.237,211.79178,1677974376265,,,387208912962464,11.363692
Fix,NLP,-33.8975880000,151.2275970000,,,80.61491,,1677974376628,,,387209276109262,
